Mod:Item:MetaData, Localized Name
coffeespawner:coffee_machine, Coffee Spawner
coffeespawner:coffee_machine_pan, Coffee Spawner (Pan Edition)
cubicvillager:villager_block_n, Vacant Villager Block
cubicvillager:villager_block_trade, Villager Block
cubicvillager:villager_block_slab, Villager Block Slab
customnpcs:npcRedstoneBlock, Redstone Block
customnpcs:npcCarpentyBench:0, Carpentry Bench
customnpcs:npcCarpentyBench:1, Anvil
customnpcs:npcMailbox:0, Mailbox
customnpcs:npcMailbox:1, Mailbox
customnpcs:npcWaypoint, Location Quest Block
customnpcs:npcBorder, Border
customnpcs:npcBloodBlock, Blood Block
customnpcs:npcBanner:0, Banner
customnpcs:npcBanner:1, Banner
customnpcs:npcBanner:2, Banner
customnpcs:npcBanner:3, Banner
customnpcs:npcBanner:4, Banner
customnpcs:npcWallBanner:0, Wall Banner
customnpcs:npcWallBanner:1, Wall Banner
customnpcs:npcWallBanner:2, Wall Banner
customnpcs:npcWallBanner:3, Wall Banner
customnpcs:npcWallBanner:4, Wall Banner
customnpcs:npcTallLamp:0, Tall Lamp
customnpcs:npcTallLamp:1, Tall Lamp
customnpcs:npcTallLamp:2, Tall Lamp
customnpcs:npcTallLamp:3, Tall Lamp
customnpcs:npcTallLamp:4, Tall Lamp
customnpcs:npcChair:0, Chair
customnpcs:npcChair:1, Chair
customnpcs:npcChair:2, Chair
customnpcs:npcChair:3, Chair
customnpcs:npcChair:4, Chair
customnpcs:npcChair:5, Chair
customnpcs:npcCrate:0, Crate
customnpcs:npcCrate:1, Crate
customnpcs:npcCrate:2, Crate
customnpcs:npcCrate:3, Crate
customnpcs:npcCrate:4, Crate
customnpcs:npcCrate:5, Crate
customnpcs:npcWeaponRack:0, Weapon Rack
customnpcs:npcWeaponRack:1, Weapon Rack
customnpcs:npcWeaponRack:2, Weapon Rack
customnpcs:npcWeaponRack:3, Weapon Rack
customnpcs:npcWeaponRack:4, Weapon Rack
customnpcs:npcWeaponRack:5, Weapon Rack
customnpcs:npcCouchWool:0, Wool Couch
customnpcs:npcCouchWool:1, Wool Couch
customnpcs:npcCouchWool:2, Wool Couch
customnpcs:npcCouchWool:3, Wool Couch
customnpcs:npcCouchWool:4, Wool Couch
customnpcs:npcCouchWool:5, Wool Couch
customnpcs:npcCouchWood:0, Wooden Couch
customnpcs:npcCouchWood:1, Wooden Couch
customnpcs:npcCouchWood:2, Wooden Couch
customnpcs:npcCouchWood:3, Wooden Couch
customnpcs:npcCouchWood:4, Wooden Couch
customnpcs:npcCouchWood:5, Wooden Couch
customnpcs:npcTable:0, Wooden Table
customnpcs:npcTable:1, Wooden Table
customnpcs:npcTable:2, Wooden Table
customnpcs:npcTable:3, Wooden Table
customnpcs:npcTable:4, Wooden Table
customnpcs:npcTable:5, Wooden Table
customnpcs:npcStool:0, Stool
customnpcs:npcStool:1, Stool
customnpcs:npcStool:2, Stool
customnpcs:npcStool:3, Stool
customnpcs:npcStool:4, Stool
customnpcs:npcStool:5, Stool
customnpcs:npcPlaceholder:0, Placeholder
customnpcs:npcPlaceholder:1, Placeholder
customnpcs:npcPlaceholder:2, Placeholder
customnpcs:npcPlaceholder:3, Placeholder
customnpcs:npcPlaceholder:4, Placeholder
customnpcs:npcPlaceholder:5, Placeholder
customnpcs:npcPlaceholder:6, Placeholder
customnpcs:npcPlaceholder:7, Placeholder
customnpcs:npcPlaceholder:8, Placeholder
customnpcs:npcPlaceholder:9, Placeholder
customnpcs:npcPlaceholder:10, Placeholder
customnpcs:npcPlaceholder:11, Placeholder
customnpcs:npcPlaceholder:12, Placeholder
customnpcs:npcPlaceholder:13, Placeholder
customnpcs:npcPlaceholder:14, Placeholder
customnpcs:npcPlaceholder:15, Placeholder
customnpcs:npcBigSign, Big Sign
customnpcs:npcBarrel:0, Barrel
customnpcs:npcBarrel:1, Barrel
customnpcs:npcBarrel:2, Barrel
customnpcs:npcBarrel:3, Barrel
customnpcs:npcBarrel:4, Barrel
customnpcs:npcBarrel:5, Barrel
customnpcs:npcTombstone:0, Tombstone
customnpcs:npcTombstone:1, Tombstone
customnpcs:npcTombstone:2, Tombstone
customnpcs:npcShelf:0, Shelf
customnpcs:npcShelf:1, Shelf
customnpcs:npcShelf:2, Shelf
customnpcs:npcShelf:3, Shelf
customnpcs:npcShelf:4, Shelf
customnpcs:npcShelf:5, Shelf
customnpcs:npcSign:0, Sign
customnpcs:npcSign:1, Sign
customnpcs:npcSign:2, Sign
customnpcs:npcSign:3, Sign
customnpcs:npcSign:4, Sign
customnpcs:npcSign:5, Sign
customnpcs:npcBeam:0, Beam
customnpcs:npcBeam:1, Beam
customnpcs:npcBeam:2, Beam
customnpcs:npcBeam:3, Beam
customnpcs:npcBeam:4, Beam
customnpcs:npcBeam:5, Beam
customnpcs:npcBook, Book
customnpcs:npcPedestal:0, Pedestal
customnpcs:npcPedestal:1, Pedestal
customnpcs:npcPedestal:2, Pedestal
customnpcs:npcPedestal:3, Pedestal
customnpcs:npcPedestal:4, Pedestal
customnpcs:npcCrystalBlock:0, Crystal
customnpcs:npcCrystalBlock:1, Crystal
customnpcs:npcCrystalBlock:2, Crystal
customnpcs:npcCrystalBlock:3, Crystal
customnpcs:npcCrystalBlock:4, Crystal
customnpcs:npcCrystalBlock:5, Crystal
customnpcs:npcCrystalBlock:6, Crystal
customnpcs:npcCrystalBlock:7, Crystal
customnpcs:npcCrystalBlock:8, Crystal
customnpcs:npcCrystalBlock:9, Crystal
customnpcs:npcCrystalBlock:10, Crystal
customnpcs:npcCrystalBlock:11, Crystal
customnpcs:npcCrystalBlock:12, Crystal
customnpcs:npcCrystalBlock:13, Crystal
customnpcs:npcCrystalBlock:14, Crystal
customnpcs:npcCrystalBlock:15, Crystal
customnpcs:npcCampfire, Campfire
customnpcs:npcLamp, Lamp
customnpcs:npcCandle, Candle
customnpcs:npcCampfireUnlit, Campfire
customnpcs:npcLampUnlit, Candle
customnpcs:npcCandleUnlit, Lamp
cwacom:terminal, Terminal
cwacom:fldsmdfr, Fldsmdfr
doggytalents:dog_bed, Dog Bed
doggytalents:dog_bath, Dog Bath
doggytalents:food_bowl, Food Bowl
Doors:DoorBlock, Door
doorsoplenty:bamboo_door, bamboo_door
doorsoplenty:cherry_door, cherry_door
doorsoplenty:pine_door, pine_door
doorsoplenty:dark_door, dark_door
doorsoplenty:ethereal_door, ethereal_door
doorsoplenty:fir_door, fir_door
doorsoplenty:golden_door, golden_door
doorsoplenty:hellbark_door, hellbark_door
doorsoplenty:jacaranda_door, jacaranda_door
doorsoplenty:magic_door, magic_door
doorsoplenty:mahogany_door, mahogany_door
doorsoplenty:mangrove_door, mangrove_door
doorsoplenty:palm_door, palm_door
doorsoplenty:redwood_door, redwood_door
doorsoplenty:sacred_door, sacred_door
doorsoplenty:willow_door, willow_door
eplus:tile.advancedEnchantmentTable, Advanced Enchantment Table
exnihilo:barrel:0, Oak Barrel
exnihilo:barrel:1, Spruce Barrel
exnihilo:barrel:2, Birch Barrel
exnihilo:barrel:3, Jungle Barrel
exnihilo:barrel:4, Acacia Barrel
exnihilo:barrel:5, Dark Oak Barrel
exnihilo:barrel_stone, tile.exnihilo.barrel_stone.name
exnihilo:crucible, tile.exnihilo.crucible.name
exnihilo:crucible_unfired, tile.exnihilo.crucible_unfired.name
exnihilo:dust, Dust
exnihilo:infested_leaves:0, Infested Leaves
exnihilo:sifting_table:0, Oak Sieve
exnihilo:sifting_table:1, Spruce Sieve
exnihilo:sifting_table:2, Birch Sieve
exnihilo:sifting_table:3, Jungle Sieve
exnihilo:sifting_table:4, Acacia Sieve
exnihilo:sifting_table:5, Dark Oak Sieve
exnihilo:bee_trap, Artificial Hive
exnihilo:bee_trap_treated, Scented Artificial Hive
exnihilo:exnihilo.gravel_nether, Crushed Netherrack
exnihilo:exnihilo.gravel_ender, Crushed End Stone
exnihilo:witchwater, Witch Water
extracells:certustank, extracells.block.certustank.name
extracells:walrus, Walrus
extracells:fluidcrafter, ME Fluid Assembler
extracells:ecbaseblock:0, ME Fluid Interface
extracells:ecbaseblock:1, ME Fluid Auto Filler
extracells:hardmedrive, Blast resistant ME Drive [WIP]
extracells:vibrantchamberfluid, Fluid Vibration Chamber
ExtraUtilities:chestMini, Mini-Chest
ExtraUtilities:chestFull, Slightly Larger Chest
ExtraUtilities:enderCollector, Ender Collector
ExtraUtilities:endConstructor:0, QED (Quark/Electron Director)
ExtraUtilities:endConstructor:2, Ender-Flux Crystal
ExtraUtilities:endMarker, Ender-Marker
ExtraUtilities:curtains, Blackout Curtains
ExtraUtilities:angelBlock, Angel Block
ExtraUtilities:budoff:0, Block Update Detector
ExtraUtilities:budoff:3, Block Update Detector (Advanced)
ExtraUtilities:chandelier, Chandelier
ExtraUtilities:decorativeBlock1:0, Edged Stone Bricks
ExtraUtilities:decorativeBlock1:1, Ender-infused Obsidian
ExtraUtilities:decorativeBlock1:2, Burnt Quartz
ExtraUtilities:decorativeBlock1:3, Frosted Stone
ExtraUtilities:decorativeBlock1:4, Border Stone
ExtraUtilities:decorativeBlock1:5, Unstable Ingot Block
ExtraUtilities:decorativeBlock1:6, Gravel Bricks
ExtraUtilities:decorativeBlock1:7, Border Stone (Alternate)
ExtraUtilities:decorativeBlock1:8, Magical Wood
ExtraUtilities:decorativeBlock1:9, Sandy Glass
ExtraUtilities:decorativeBlock1:10, Gravel Road
ExtraUtilities:decorativeBlock1:11, Ender Core
ExtraUtilities:decorativeBlock1:12, Diamond-Etched Computational Matrix
ExtraUtilities:decorativeBlock1:13, Ender-Sand Alloy
ExtraUtilities:decorativeBlock1:14, Carved 'Eminence' Stone
ExtraUtilities:decorativeBlock2:0, Thickened Glass
ExtraUtilities:decorativeBlock2:1, Edged Glass
ExtraUtilities:decorativeBlock2:2, Glass Bricks
ExtraUtilities:decorativeBlock2:3, Carved Glass
ExtraUtilities:decorativeBlock2:4, Golden Edged Glass
ExtraUtilities:decorativeBlock2:5, Obsidian Glass
ExtraUtilities:decorativeBlock2:6, Swirling Glass
ExtraUtilities:decorativeBlock2:7, Glowstone Glass
ExtraUtilities:decorativeBlock2:8, Heart Glass
ExtraUtilities:decorativeBlock2:9, Square Glass
ExtraUtilities:decorativeBlock2:10, Dark Glass
ExtraUtilities:decorativeBlock2:11, Reinforced Dark Glass
ExtraUtilities:pureLove, tile.extrautils:pureLove.name
ExtraUtilities:block_bedrockium, Block of Bedrockium
ExtraUtilities:datablock, tile.extrautils:datablock.name
ExtraUtilities:colorStoneBrick:0, Colored Stone Bricks (White Frequency)
ExtraUtilities:colorStoneBrick:1, Colored Stone Bricks (Orange Frequency)
ExtraUtilities:colorStoneBrick:2, Colored Stone Bricks (Magenta Frequency)
ExtraUtilities:colorStoneBrick:3, Colored Stone Bricks (Light Blue Frequency)
ExtraUtilities:colorStoneBrick:4, Colored Stone Bricks (Yellow Frequency)
ExtraUtilities:colorStoneBrick:5, Colored Stone Bricks (Lime Frequency)
ExtraUtilities:colorStoneBrick:6, Colored Stone Bricks (Pink Frequency)
ExtraUtilities:colorStoneBrick:7, Colored Stone Bricks (Gray Frequency)
ExtraUtilities:colorStoneBrick:8, Colored Stone Bricks (Light Gray Frequency)
ExtraUtilities:colorStoneBrick:9, Colored Stone Bricks (Cyan Frequency)
ExtraUtilities:colorStoneBrick:10, Colored Stone Bricks (Purple Frequency)
ExtraUtilities:colorStoneBrick:11, Colored Stone Bricks (Blue Frequency)
ExtraUtilities:colorStoneBrick:12, Colored Stone Bricks (Brown Frequency)
ExtraUtilities:colorStoneBrick:13, Colored Stone Bricks (Green Frequency)
ExtraUtilities:colorStoneBrick:14, Colored Stone Bricks (Red Frequency)
ExtraUtilities:colorStoneBrick:15, Colored Stone Bricks (Black Frequency)
ExtraUtilities:colorWoodPlanks:0, Colored Oak Wood Planks (White Frequency)
ExtraUtilities:colorWoodPlanks:1, Colored Oak Wood Planks (Orange Frequency)
ExtraUtilities:colorWoodPlanks:2, Colored Oak Wood Planks (Magenta Frequency)
ExtraUtilities:colorWoodPlanks:3, Colored Oak Wood Planks (Light Blue Frequency)
ExtraUtilities:colorWoodPlanks:4, Colored Oak Wood Planks (Yellow Frequency)
ExtraUtilities:colorWoodPlanks:5, Colored Oak Wood Planks (Lime Frequency)
ExtraUtilities:colorWoodPlanks:6, Colored Oak Wood Planks (Pink Frequency)
ExtraUtilities:colorWoodPlanks:7, Colored Oak Wood Planks (Gray Frequency)
ExtraUtilities:colorWoodPlanks:8, Colored Oak Wood Planks (Light Gray Frequency)
ExtraUtilities:colorWoodPlanks:9, Colored Oak Wood Planks (Cyan Frequency)
ExtraUtilities:colorWoodPlanks:10, Colored Oak Wood Planks (Purple Frequency)
ExtraUtilities:colorWoodPlanks:11, Colored Oak Wood Planks (Blue Frequency)
ExtraUtilities:colorWoodPlanks:12, Colored Oak Wood Planks (Brown Frequency)
ExtraUtilities:colorWoodPlanks:13, Colored Oak Wood Planks (Green Frequency)
ExtraUtilities:colorWoodPlanks:14, Colored Oak Wood Planks (Red Frequency)
ExtraUtilities:colorWoodPlanks:15, Colored Oak Wood Planks (Black Frequency)
ExtraUtilities:color_lightgem:0, Colored Glowstone (White Frequency)
ExtraUtilities:color_lightgem:1, Colored Glowstone (Orange Frequency)
ExtraUtilities:color_lightgem:2, Colored Glowstone (Magenta Frequency)
ExtraUtilities:color_lightgem:3, Colored Glowstone (Light Blue Frequency)
ExtraUtilities:color_lightgem:4, Colored Glowstone (Yellow Frequency)
ExtraUtilities:color_lightgem:5, Colored Glowstone (Lime Frequency)
ExtraUtilities:color_lightgem:6, Colored Glowstone (Pink Frequency)
ExtraUtilities:color_lightgem:7, Colored Glowstone (Gray Frequency)
ExtraUtilities:color_lightgem:8, Colored Glowstone (Light Gray Frequency)
ExtraUtilities:color_lightgem:9, Colored Glowstone (Cyan Frequency)
ExtraUtilities:color_lightgem:10, Colored Glowstone (Purple Frequency)
ExtraUtilities:color_lightgem:11, Colored Glowstone (Blue Frequency)
ExtraUtilities:color_lightgem:12, Colored Glowstone (Brown Frequency)
ExtraUtilities:color_lightgem:13, Colored Glowstone (Green Frequency)
ExtraUtilities:color_lightgem:14, Colored Glowstone (Red Frequency)
ExtraUtilities:color_lightgem:15, Colored Glowstone (Black Frequency)
ExtraUtilities:color_stone:0, Colored Stone (White Frequency)
ExtraUtilities:color_stone:1, Colored Stone (Orange Frequency)
ExtraUtilities:color_stone:2, Colored Stone (Magenta Frequency)
ExtraUtilities:color_stone:3, Colored Stone (Light Blue Frequency)
ExtraUtilities:color_stone:4, Colored Stone (Yellow Frequency)
ExtraUtilities:color_stone:5, Colored Stone (Lime Frequency)
ExtraUtilities:color_stone:6, Colored Stone (Pink Frequency)
ExtraUtilities:color_stone:7, Colored Stone (Gray Frequency)
ExtraUtilities:color_stone:8, Colored Stone (Light Gray Frequency)
ExtraUtilities:color_stone:9, Colored Stone (Cyan Frequency)
ExtraUtilities:color_stone:10, Colored Stone (Purple Frequency)
ExtraUtilities:color_stone:11, Colored Stone (Blue Frequency)
ExtraUtilities:color_stone:12, Colored Stone (Brown Frequency)
ExtraUtilities:color_stone:13, Colored Stone (Green Frequency)
ExtraUtilities:color_stone:14, Colored Stone (Red Frequency)
ExtraUtilities:color_stone:15, Colored Stone (Black Frequency)
ExtraUtilities:color_quartzBlock:0, Colored Block of Quartz (White Frequency)
ExtraUtilities:color_quartzBlock:1, Colored Block of Quartz (Orange Frequency)
ExtraUtilities:color_quartzBlock:2, Colored Block of Quartz (Magenta Frequency)
ExtraUtilities:color_quartzBlock:3, Colored Block of Quartz (Light Blue Frequency)
ExtraUtilities:color_quartzBlock:4, Colored Block of Quartz (Yellow Frequency)
ExtraUtilities:color_quartzBlock:5, Colored Block of Quartz (Lime Frequency)
ExtraUtilities:color_quartzBlock:6, Colored Block of Quartz (Pink Frequency)
ExtraUtilities:color_quartzBlock:7, Colored Block of Quartz (Gray Frequency)
ExtraUtilities:color_quartzBlock:8, Colored Block of Quartz (Light Gray Frequency)
ExtraUtilities:color_quartzBlock:9, Colored Block of Quartz (Cyan Frequency)
ExtraUtilities:color_quartzBlock:10, Colored Block of Quartz (Purple Frequency)
ExtraUtilities:color_quartzBlock:11, Colored Block of Quartz (Blue Frequency)
ExtraUtilities:color_quartzBlock:12, Colored Block of Quartz (Brown Frequency)
ExtraUtilities:color_quartzBlock:13, Colored Block of Quartz (Green Frequency)
ExtraUtilities:color_quartzBlock:14, Colored Block of Quartz (Red Frequency)
ExtraUtilities:color_quartzBlock:15, Colored Block of Quartz (Black Frequency)
ExtraUtilities:color_hellsand:0, Colored Soul Sand (White Frequency)
ExtraUtilities:color_hellsand:1, Colored Soul Sand (Orange Frequency)
ExtraUtilities:color_hellsand:2, Colored Soul Sand (Magenta Frequency)
ExtraUtilities:color_hellsand:3, Colored Soul Sand (Light Blue Frequency)
ExtraUtilities:color_hellsand:4, Colored Soul Sand (Yellow Frequency)
ExtraUtilities:color_hellsand:5, Colored Soul Sand (Lime Frequency)
ExtraUtilities:color_hellsand:6, Colored Soul Sand (Pink Frequency)
ExtraUtilities:color_hellsand:7, Colored Soul Sand (Gray Frequency)
ExtraUtilities:color_hellsand:8, Colored Soul Sand (Light Gray Frequency)
ExtraUtilities:color_hellsand:9, Colored Soul Sand (Cyan Frequency)
ExtraUtilities:color_hellsand:10, Colored Soul Sand (Purple Frequency)
ExtraUtilities:color_hellsand:11, Colored Soul Sand (Blue Frequency)
ExtraUtilities:color_hellsand:12, Colored Soul Sand (Brown Frequency)
ExtraUtilities:color_hellsand:13, Colored Soul Sand (Green Frequency)
ExtraUtilities:color_hellsand:14, Colored Soul Sand (Red Frequency)
ExtraUtilities:color_hellsand:15, Colored Soul Sand (Black Frequency)
ExtraUtilities:color_redstoneLight:0, Colored Redstone Lamp (White Frequency)
ExtraUtilities:color_redstoneLight:1, Colored Redstone Lamp (Orange Frequency)
ExtraUtilities:color_redstoneLight:2, Colored Redstone Lamp (Magenta Frequency)
ExtraUtilities:color_redstoneLight:3, Colored Redstone Lamp (Light Blue Frequency)
ExtraUtilities:color_redstoneLight:4, Colored Redstone Lamp (Yellow Frequency)
ExtraUtilities:color_redstoneLight:5, Colored Redstone Lamp (Lime Frequency)
ExtraUtilities:color_redstoneLight:6, Colored Redstone Lamp (Pink Frequency)
ExtraUtilities:color_redstoneLight:7, Colored Redstone Lamp (Gray Frequency)
ExtraUtilities:color_redstoneLight:8, Colored Redstone Lamp (Light Gray Frequency)
ExtraUtilities:color_redstoneLight:9, Colored Redstone Lamp (Cyan Frequency)
ExtraUtilities:color_redstoneLight:10, Colored Redstone Lamp (Purple Frequency)
ExtraUtilities:color_redstoneLight:11, Colored Redstone Lamp (Blue Frequency)
ExtraUtilities:color_redstoneLight:12, Colored Redstone Lamp (Brown Frequency)
ExtraUtilities:color_redstoneLight:13, Colored Redstone Lamp (Green Frequency)
ExtraUtilities:color_redstoneLight:14, Colored Redstone Lamp (Red Frequency)
ExtraUtilities:color_redstoneLight:15, Colored Redstone Lamp (Black Frequency)
ExtraUtilities:color_brick:0, Colored Bricks (White Frequency)
ExtraUtilities:color_brick:1, Colored Bricks (Orange Frequency)
ExtraUtilities:color_brick:2, Colored Bricks (Magenta Frequency)
ExtraUtilities:color_brick:3, Colored Bricks (Light Blue Frequency)
ExtraUtilities:color_brick:4, Colored Bricks (Yellow Frequency)
ExtraUtilities:color_brick:5, Colored Bricks (Lime Frequency)
ExtraUtilities:color_brick:6, Colored Bricks (Pink Frequency)
ExtraUtilities:color_brick:7, Colored Bricks (Gray Frequency)
ExtraUtilities:color_brick:8, Colored Bricks (Light Gray Frequency)
ExtraUtilities:color_brick:9, Colored Bricks (Cyan Frequency)
ExtraUtilities:color_brick:10, Colored Bricks (Purple Frequency)
ExtraUtilities:color_brick:11, Colored Bricks (Blue Frequency)
ExtraUtilities:color_brick:12, Colored Bricks (Brown Frequency)
ExtraUtilities:color_brick:13, Colored Bricks (Green Frequency)
ExtraUtilities:color_brick:14, Colored Bricks (Red Frequency)
ExtraUtilities:color_brick:15, Colored Bricks (Black Frequency)
ExtraUtilities:color_stonebrick:0, Colored Cobblestone (White Frequency)
ExtraUtilities:color_stonebrick:1, Colored Cobblestone (Orange Frequency)
ExtraUtilities:color_stonebrick:2, Colored Cobblestone (Magenta Frequency)
ExtraUtilities:color_stonebrick:3, Colored Cobblestone (Light Blue Frequency)
ExtraUtilities:color_stonebrick:4, Colored Cobblestone (Yellow Frequency)
ExtraUtilities:color_stonebrick:5, Colored Cobblestone (Lime Frequency)
ExtraUtilities:color_stonebrick:6, Colored Cobblestone (Pink Frequency)
ExtraUtilities:color_stonebrick:7, Colored Cobblestone (Gray Frequency)
ExtraUtilities:color_stonebrick:8, Colored Cobblestone (Light Gray Frequency)
ExtraUtilities:color_stonebrick:9, Colored Cobblestone (Cyan Frequency)
ExtraUtilities:color_stonebrick:10, Colored Cobblestone (Purple Frequency)
